data_year,state_abbr,officer_state_total
2003,MT,3030
2003,NB,5061
2003,NC,30908
2003,ND,1633
2003,NH,3432
2003,NJ,40515
2003,NM,5639
2003,NV,7876
2003,NY,76285
2003,OH,36826
2003,OK,10648
2003,OR,8436
2003,OT,0
2003,PA,31319
2003,PR,0
2003,RI,3153
2003,SC,15113
2003,SD,2078
2003,TN,25598
2003,TX,81864
2003,UT,7522
2003,VA,23348
2003,VI,0
2003,VT,1423
2003,WA,15085
2003,WI,20632
2003,WV,4714
2003,WY,2150
2004,AK,1940
2004,AL,15971
2004,AR,10492
2004,AS,0
2004,AZ,20539
2004,CA,116078
2004,CO,17101
2004,CT,10452
2004,CZ,0
2004,DC,5589
2004,DE,4070
2004,FL,73681
2004,FS,0
2004,GA,50073
2004,GM,0
2004,HI,3952
2004,IA,7822
2004,ID,4187
2004,IL,50717
2004,IN,18563
2004,KS,11107
2004,KY,13167
2004,LA,22935
2004,MA,20647
2004,MD,22427
2004,ME,3049
2004,MI,32039
2004,MN,13214
2004,MO,19294
2004,MP,0
2004,MS,9610
2004,MT,4357
2004,NB,5116
2004,NC,31879
2004,ND,1750
2004,NH,3388
2004,NJ,40787
2004,NM,5753
2004,NV,8065
2004,NY,88051
2004,OH,37208
2004,OK,10611
2004,OR,8060
2004,OT,0
2004,PA,31248
2004,PR,0
2004,RI,4656
2004,SC,16210
2004,SD,2700
2004,TN,26131
2004,TX,81706
2004,UT,7453
2004,VA,23334
2004,VI,0
2004,VT,1434
2004,WA,14568
2004,WI,18631
2004,WV,4368
2004,WY,2007
2005,AK,1885
2005,AL,15915
2005,AR,10462
2005,AS,0
2005,AZ,21636
2005,CA,116751
2005,CO,17355
2005,CT,10358
2005,CZ,0
2005,DC,5524
2005,DE,4129
2005,FL,73306
2005,FS,0
2005,GA,50450
2005,GM,0
2005,HI,4093
2005,IA,7930
2005,ID,4471
2005,IL,51926
2005,IN,18130
2005,KS,11513
2005,KY,13081
2005,LA,21721
2005,MA,20400
2005,MD,20394
2005,ME,2964
2005,MI,31004
2005,MN,12933
2005,MO,19178
2005,MP,0
2005,MS,9647
2005,MT,3085
2005,NB,5069
2005,NC,32345
2005,ND,1678
2005,NH,3457
2005,NJ,41407
2005,NM,5963
2005,NV,8558
2005,NY,88304
2005,OH,36771
2005,OK,11132
2005,OR,8261
2005,OT,0
2005,PA,31450
2005,PR,0
2005,RI,3225
2005,SC,16455
2005,SD,2713
2005,TN,26221
2005,TX,82915
2005,UT,7535
2005,VA,23156
2005,VI,0
2005,VT,1709
2005,WA,14834
2005,WI,18408
2005,WV,4361
2005,WY,1837
2006,AK,1981
2006,AL,16230
2006,AR,10437
2006,AS,0
2006,AZ,22182
2006,CA,119434
2006,CO,17590
2006,CT,10407
2006,CZ,0
2006,DC,5593
2006,DE,3918
2006,FL,77345
2006,FS,0
2006,GA,51399
2006,GM,0
2006,HI,4179
2006,IA,8003
2006,ID,4325
2006,IL,52265
2006,IN,18241
2006,KS,12319
2006,KY,13191
2006,LA,21613
2006,MA,20838
2006,MD,23042
2006,ME,3090
2006,MI,30285
2006,MN,13317
2006,MO,19712
2006,MP,0
2006,MS,9838
2006,MT,3038
2006,NB,5114
2006,NC,33066
2006,ND,1669
2006,NH,3525
2006,NJ,40709
2006,NM,5863
2006,NV,9100
2006,NY,89109
2006,OH,37115
2006,OK,11186
2006,OR,9133
2006,OT,0
2006,PA,31823
2006,PR,0
2006,RI,3236
2006,SC,16269
2006,SD,2518
2006,TN,26052
2006,TX,83496
2006,UT,7677
2006,VA,23850
2006,VI,0
2006,VT,1593
2006,WA,14748
2006,WI,19050
2006,WV,4672
2006,WY,1907
2007,AK,1935
2007,AL,16672
2007,AR,10500
2007,AS,0
2007,AZ,23108
2007,CA,124472
2007,CO,18165
2007,CT,10665
2007,CZ,0
2007,DC,5734
2007,DE,3945
2007,FL,75414
2007,FS,0
2007,GA,52777
2007,GM,0
2007,HI,4203
2007,IA,8188
2007,ID,4466
2007,IL,53748
2007,IN,17979
2007,KS,12478
2007,KY,14330
2007,LA,22741
2007,MA,21293
2007,MD,21340
2007,ME,3238
2007,MI,30285
2007,MN,13641
2007,MO,22436
2007,MP,0
2007,MS,9797
2007,MT,2978
2007,NB,4944
2007,NC,33639
2007,ND,1755
2007,NH,3853
2007,NJ,42323
2007,NM,6023
2007,NV,9557
2007,NY,89579
2007,OH,37689
2007,OK,11453
2007,OR,11362
2007,OT,0
2007,PA,32447
2007,PR,0
2007,RI,3271
2007,SC,16591
2007,SD,2366
2007,TN,31984
2007,TX,87961
2007,UT,7980
2007,VA,24208
2007,VI,0
2007,VT,1600
2007,WA,14902
2007,WI,19436
2007,WV,4610
2007,WY,2136
2008,AK,2007
2008,AL,17002
2008,AR,10126
2008,AS,0
2008,AZ,23660
2008,CA,127049
2008,CO,18787
2008,CT,10824
2008,CZ,0
2008,DC,5925
2008,DE,3988
2008,FL,75539
2008,FS,0
2008,GA,53732
2008,GM,0
2008,HI,4320
2008,IA,8413
2008,ID,4863
2008,IL,52821
2008,IN,18293
2008,KS,12428
2008,KY,15574
2008,LA,23413
2008,MA,20997
2008,MD,21536
2008,ME,3033
2008,MI,30444
2008,MN,13824
2008,MO,22848
2008,MP,0
2008,MS,9948
2008,MT,2995
2008,NB,5029
2008,NC,34784
2008,ND,1749
2008,NH,3743
2008,NJ,41749
2008,NM,6103
2008,NV,8861
2008,NY,85939
2008,OH,38560
2008,OK,11993
2008,OR,11628
2008,OT,0
2008,PA,32215
2008,PR,0
2008,RI,3253
2008,SC,16981
2008,SD,2345
2008,TN,26974
2008,TX,88490
2008,UT,7845
2008,VA,24594
2008,VI,0
2008,VT,1520
2008,WA,17277
2008,WI,19243
2008,WV,4562
2008,WY,2076
2009,AK,2024
2009,AL,17309
2009,AR,10243
2009,AS,0
2009,AZ,23169
2009,CA,125397
2009,CO,19026
2009,CT,10615
2009,CZ,0
2009,DC,5947
2009,DE,3954
2009,FL,75118
2009,FS,0
2009,GA,55212
2009,GM,0
2009,HI,4327
2009,IA,8474
2009,ID,4626
2009,IL,51519
2009,IN,18557
2009,KS,12076
2009,KY,13059
2009,LA,24329
2009,MA,19947
2009,MD,21354
2009,ME,2948
2009,MI,29430
2009,MN,13844
2009,MO,23190
2009,MP,0
2009,MS,10229
2009,MT,3133
2009,NB,5219
2009,NC,35469
2009,ND,1787
2009,NH,3645
2009,NJ,42212
2009,NM,6841
2009,NV,10135
2009,NY,86776
2009,OH,36577
2009,OK,12312
2009,OR,11548
2009,OT,0
2009,PA,32284
2009,PR,17947
2009,RI,3204
2009,SC,16467
2009,SD,2376
2009,TN,27284
2009,TX,91293
2009,UT,7996
2009,VA,24342
2009,VI,0
2009,VT,1620
2009,WA,17003
2009,WI,19449
2009,WV,4857
2009,WY,2118
2010,AK,1988
2010,AL,16666
2010,AR,10369
2010,AS,0
2010,AZ,22476
2010,CA,122445
2010,CO,18753
2010,CT,10573
2010,CZ,0
2010,DC,5212
2010,DE,4866
2010,FL,75351
2010,FS,0
2010,GA,54373
2010,GM,0
2010,HI,4250
2010,IA,8444
2010,ID,4862
2010,IL,50068
2010,IN,18268
2010,KS,11855
2010,KY,12553
2010,LA,23359
2010,MA,19976
2010,MD,21218
2010,ME,2905
2010,MI,28628
2010,MN,13653
2010,MO,23036
2010,MP,0
2010,MS,10735
2010,MT,3158
2010,NB,5136
2010,NC,35656
2010,ND,1921
2010,NH,3583
2010,NJ,40591
2010,NM,6245
2010,NV,9893
2010,NY,85528
2010,OH,35614
2010,OK,12124
2010,OR,11539
2010,OT,0
2010,PA,32077
2010,PR,0
2010,RI,3177
2010,SC,16708
2010,SD,2470
2010,TN,27551
2010,TX,90976
2010,UT,7328
2010,VA,24312
2010,VI,604
2010,VT,1654
2010,WA,17883
2010,WI,19594
2010,WV,5044
2010,WY,2008
2011,AK,2034
2011,AL,17170
2011,AR,10204
2011,AS,0
2011,AZ,21980
2011,CA,118469
2011,CO,18971
2011,CT,10284
2011,CZ,0
2011,DC,5654
2011,DE,4765
2011,FL,73720
2011,FS,0
2011,GA,54677
2011,GM,0
2011,HI,4258
2011,IA,8142
2011,ID,4687
2011,IL,48872
2011,IN,18111
2011,KS,11740
2011,KY,11777
2011,LA,23139
2011,MA,20141
2011,MD,21101
2011,ME,2930
2011,MI,27714
2011,MN,13561
2011,MO,22609
2011,MP,0
2011,MS,9843
2011,MT,3179
2011,NB,5229
2011,NC,35950
2011,ND,1938
2011,NH,3654
2011,NJ,38318
2011,NM,6340
2011,NV,9250
2011,NY,84130
2011,OH,35312
2011,OK,13383
2011,OR,32767
2011,OT,0
2011,PA,33298
2011,PR,18275
2011,RI,3104
2011,SC,17747
2011,SD,2864
2011,TN,27702
2011,TX,90929
2011,UT,7770
2011,VA,24523
2011,VI,639
2011,VT,1628
2011,WA,18553
2011,WI,19285
2011,WV,4857
2011,WY,2243
2012,AK,2020
2012,AL,17015
2012,AR,10365
2012,AS,0
2012,AZ,23370
2012,CA,118594
2012,CO,18519
2012,CT,10331
2012,CZ,0
2012,DC,5711
2012,DE,3233
2012,FL,76516
2012,FS,0
2012,GA,54092
2012,GM,0
2012,HI,4245
2012,IA,8426
2012,ID,4728
2012,IL,48867
2012,IN,17212
2012,KS,11571
2012,KY,11895
2012,LA,23144
2012,MA,19964
2012,MD,23065
2012,ME,2891
2012,MI,27185
2012,MN,13642
2012,MO,22313
2012,MP,0
2012,MS,9793
2012,MT,2988
2012,NB,5205
2012,NC,36237
2012,ND,2013
2012,NH,3605
2012,NJ,38532
2012,NM,6321
2012,NV,9467
2012,NY,83587
2012,OH,34823
2012,OK,13461
2012,OR,11346
2012,OT,0
2012,PA,31796
2012,PR,17328
2012,RI,3073
2012,SC,17759
2012,SD,2815
2012,TN,28169
2012,TX,88784
2012,UT,7197
2012,VA,24559
2012,VI,619
2012,VT,1782
2012,WA,15993
2012,WI,18939
2012,WV,4671
2012,WY,2115
2013,AK,1995
2013,AL,17304
2013,AR,10599
2013,AS,0
2013,AZ,21681
2013,CA,118684
2013,CO,18551
2013,CT,10379
2013,CZ,0
2013,DC,5800
2013,DE,3375
2013,FL,76315
2013,FS,0
2013,GA,52443
2013,GM,0
2013,HI,4183
2013,IA,8296
2013,ID,4684
2013,IL,44229
2013,IN,16944
2013,KS,11578
2013,KY,11517
2013,LA,21771
2013,MA,20159
2013,MD,25674
2013,ME,2881
2013,MI,27153
2013,MN,13527
2013,MO,22760
2013,MP,0
2013,MS,9721
2013,MT,2894
2013,NB,5295
2013,NC,35965
2013,ND,2049
2013,NH,3635
2013,NJ,37720
2013,NM,5863
2013,NV,8832
2013,NY,83767
2013,OH,34190
2013,OK,12617
2013,OR,12099
2013,OT,0
2013,PA,31603
2013,PR,15334
2013,RI,3069
2013,SC,17915
2013,SD,2692
2013,TN,28561
2013,TX,92009
2013,UT,6592
2013,VA,24660
2013,VI,562
2013,VT,1724
2013,WA,15195
2013,WI,18331
2013,WV,4722
2013,WY,2368
2014,AK,2009
2014,AL,17097
2014,AR,10723
2014,AS,0
2014,AZ,22954
2014,CA,120077
2014,CO,18827
2014,CT,10639
2014,CZ,0
2014,DC,5785
2014,DE,4165
2014,FL,75152
2014,FS,0
2014,GA,52985
2014,GM,0
2014,HI,4301
2014,IA,8400
2014,ID,4671
2014,IL,47872
2014,IN,16976
2014,KS,12531
2014,KY,12503
2014,LA,22913
2014,MA,20763
2014,MD,21398
2014,ME,2873
2014,MI,27034
2014,MN,14493
2014,MO,23022
2014,MP,0
2014,MS,9654
2014,MT,3053
2014,NB,5583
2014,NC,36817
2014,ND,2230
2014,NH,3630
2014,NJ,39620
2014,NM,6299
2014,NV,9026
2014,NY,83613
2014,OH,34165
2014,OK,12579
2014,OR,13187
2014,OT,0
2014,PA,32118
2014,PR,15304
2014,RI,3139
2014,SC,16452
2014,SD,2940
2014,TN,28591
2014,TX,86435
2014,UT,7217
2014,VA,24900
2014,VI,519
2014,VT,1667
2014,WA,15568
2014,WI,18652
2014,WV,4495
2014,WY,2390
